date,description,amount,balance,account_code,account_name,financial_year,period
2025-03-12,"IB Payment From - Quality Food Basket",2033.21,,4001,"Sales / Revenue",2026,March 2025
2025-03-12,"Cheque Card Purchase - Kaap Agri Paarl (10 Mar)",-320.25,,1702,"Director's Loan Account",2026,March 2025
2025-03-12,"Cheque Card Purchase - FLM Paarl (09 Mar)",-236.1,,1702,"Director's Loan Account",2026,March 2025
2025-03-12,"Cheque Card Purchase - HPY*Arfan Shop (08 Mar)",-100,,1702,"Director's Loan Account",2026,March 2025
2025-03-12,"Cheque Card Purchase - HPY*Arfan Shop (08 Mar)",-177,,1702,"Director's Loan Account",2026,March 2025
2025-03-13,"Fee: Payment Confirm - SMS (LMI Academy)",-1.2,,6004,"Bank Charges",2026,March 2025
2025-03-13,"Cheque Card Purchase - Yoco *South (11 Mar)",-287.5,,1702,"Director's Loan Account",2026,March 2025
2025-03-13,"Fee - Immediate Payment",-10,,6004,"Bank Charges",2026,March 2025
2025-03-13,"Cheque Card Purchase - C*Filco Parts (12 Mar)",-713.43,,5001,"Cost of Goods Sold",2026,March 2025
2025-03-13,"Cheque Card Purchase - SAC Trucks Paarl (10 Mar)",-964.8,,5001,"Cost of Goods Sold",2026,March 2025
2025-03-13,"Immediate Payment - LMI Academy",-800,,1702,"Director's Loan Account",2026,March 2025
2025-03-13,"Cheque Card Purchase - C*Diesel Elec (11 Mar)",-260.25,,5001,"Cost of Goods Sold",2026,March 2025
2025-03-14,"Credit Transfer - Malan Melkery",2651.33,,4001,"Sales / Revenue",2026,March 2025
2025-03-14,"Cheque Card Purchase - C*Fowkes Bros (13 Mar)",-36.74,,1702,"Director's Loan Account",2026,March 2025
2025-03-14,"Immediate Payment - Mr D Williams",-1400,,6022,"Director's Remuneration",2026,March 2025
2025-03-14,"Magtape Credit - D. Andrews",550,,4001,"Sales / Revenue",2026,March 2025
2025-03-14,"Fee - Immediate Payment",-10,,6004,"Bank Charges",2026,March 2025
2025-03-14,"Cheque Card Purchase - Malans Dairy (12 Mar)",-85,,1702,"Director's Loan Account",2026,March 2025
2025-03-14,"Fee: Payment Confirm - SMS (Mr D Williams)",-1.2,,6004,"Bank Charges",2026,March 2025
2025-03-14,"Cheque Card Purchase - C*Wynland Motors (12 Mar)",-500,,6011,"Motor Vehicle Expenses",2026,March 2025
2025-03-15,"Fee: Payment Confirm - SMS (Stream And Tech Pty)",-1.2,,6004,"Bank Charges",2026,March 2025
2025-03-15,"Fee - Immediate Payment",-10,,6004,"Bank Charges",2026,March 2025
2025-03-15,"Cheque Card Purchase - Masterparts Paarl (13 Mar)",-74.08,,5001,"Cost of Goods Sold",2026,March 2025
2025-03-15,"Immediate Payment - Stream And Tech Pty",-170,,1702,"Director's Loan Account",2026,March 2025
2025-03-15,"Cheque Card Purchase - C*Multi Spares (14 Mar)",-128.17,,5001,"Cost of Goods Sold",2026,March 2025
2025-03-15,"Cheque Card Purchase - AS Family Store (12 Mar)",-134.91,,1702,"Director's Loan Account",2026,March 2025
2025-03-17,"Cash Withdrawal Fee",-7.65,,6004,"Bank Charges",2026,March 2025
2025-03-17,"Other Bank ATM Cash Withdrawal - SBSA",-300,,1702,"Director's Loan Account",2026,March 2025
2025-03-17,"Cheque Card Purchase - C*Parkers Spar (14 Mar)",-1220,,1702,"Director's Loan Account",2026,March 2025
2025-03-18,"Magtape Credit - Alexander Rouvier Tr",3295.33,,4001,"Sales / Revenue",2026,March 2025
2025-03-18,"Cheque Card Purchase - C*Filco Parts (17 Mar)",-476.44,,5001,"Cost of Goods Sold",2026,March 2025
2025-03-19,"Cheque Card Purchase - C*BP Paarl (17 Mar)",-500,,6023,"Fuel / Petrol",2026,March 2025
2025-03-19,"Cheque Card Purchase - HPY*Arfan Shop (16 Mar)",-65,,1702,"Director's Loan Account",2026,March 2025
2025-03-19,"Credit Transfer - Hoekstra Fruit Farms",13461.75,,4001,"Sales / Revenue",2026,March 2025
2025-03-19,"Cheque Card Purchase - Ultra Liquors (15 Mar)",-511.96,,1702,"Director's Loan Account",2026,March 2025
2025-03-19,"Cheque Card Purchase - FLM Paarl (16 Mar)",-167.7,,1702,"Director's Loan Account",2026,March 2025
2025-03-19,"Cheque Card Purchase - Yoco *Evere (17 Mar)",-543.95,,1702,"Director's Loan Account",2026,March 2025
2025-03-19,"Cheque Card Purchase - Kaap Agri Paarl (17 Mar)",-160.11,,1702,"Director's Loan Account",2026,March 2025
2025-03-20,"Cheque Card Purchase - Dias Tavern (18 Mar)",-500,,1702,"Director's Loan Account",2026,March 2025
2025-03-20,"Cheque Card Purchase - Expressmark (17 Mar)",-48.97,,1702,"Director's Loan Account",2026,March 2025
2025-03-20,"Cheque Card Purchase - C*BP Paarl (18 Mar)",-600,,6023,"Fuel / Petrol",2026,March 2025
2025-03-22,"Other Bank ATM Cash Withdrawal - SBSA",-300,,1702,"Director's Loan Account",2026,March 2025
2025-03-22,"Cheque Card Purchase - CCN*Drakenstein (19 Mar)",-60,,1702,"Director's Loan Account",2026,March 2025
2025-03-22,"IB Payment To - Haygan Johnson",-150,,6022,"Director's Remuneration",2026,March 2025
2025-03-22,"Cheque Card Purchase - KFC Paarl Village (19 Mar)",-119.7,,1702,"Director's Loan Account",2026,March 2025
2025-03-22,"Cheque Card Purchase - C*Diesel Elec (19 Mar)",-487.39,,5001,"Cost of Goods Sold",2026,March 2025
2025-03-22,"Immediate Payment - Mr D Williams",-1000,,6022,"Director's Remuneration",2026,March 2025
2025-03-22,"Cheque Card Purchase - Kroff Cycles (18 Mar)",-72,,1702,"Director's Loan Account",2026,March 2025
2025-03-22,"Fee: Payment Confirm - SMS (Mr D Williams)",-1.2,,6004,"Bank Charges",2026,March 2025
2025-03-22,"Fee: Payment Confirm - SMS (Haygan Johnson)",-1.2,,6004,"Bank Charges",2026,March 2025
2025-03-22,"Fee - Electronic Account Payment",-5.8,,6004,"Bank Charges",2026,March 2025
2025-03-22,"Cash Withdrawal Fee",-7.65,,6004,"Bank Charges",2026,March 2025
2025-03-22,"Fee - Immediate Payment",-10,,6004,"Bank Charges",2026,March 2025
2025-03-22,"Cheque Card Purchase - Master Meats (19 Mar)",-38.9,,1702,"Director's Loan Account",2026,March 2025
2025-03-24,"Cheque Card Purchase - Checkers Paarl (20 Mar)",-914.6,,1702,"Director's Loan Account",2026,March 2025
2025-03-24,"Credit Transfer - Saturn Stainless Industries",2731.25,,4001,"Sales / Revenue",2026,March 2025
2025-03-24,"Cheque Card Purchase - Ultra Liquors (19 Mar)",-366.96,,1702,"Director's Loan Account",2026,March 2025
2025-03-24,"Cheque Card Purchase - C*Diesel Elec (20 Mar)",-101.58,,5001,"Cost of Goods Sold",2026,March 2025
2025-03-24,"Cheque Card Purchase - C*Diesel Elec (20 Mar)",-102.68,,5001,"Cost of Goods Sold",2026,March 2025
2025-03-24,"Magtape Credit - Wema Foods",897,,4001,"Sales / Revenue",2026,March 2025
2025-03-25,"Fee - Electronic Account Payment",-5.8,,6004,"Bank Charges",2026,March 2025
2025-03-25,"Cheque Card Purchase - Tops Paarl (21 Mar)",-280.49,,1702,"Director's Loan Account",2026,March 2025
2025-03-25,"Credit Life Protection",-106.54,,6008,"Insurance",2026,March 2025
2025-03-25,"Cheque Card Purchase - Yoco *Mega (22 Mar)",-70,,1702,"Director's Loan Account",2026,March 2025
2025-03-25,"Cheque Card Purchase - HPY*Arfan Shop (20 Mar)",-100,,1702,"Director's Loan Account",2026,March 2025
2025-03-25,"Cheque Card Purchase - KFC Worcester (22 Mar)",-235.3,,1702,"Director's Loan Account",2026,March 2025
2025-03-25,"Cheque Card Purchase - Tops Paarl (22 Mar)",-94.99,,1702,"Director's Loan Account",2026,March 2025
2025-03-25,"Cheque Card Purchase - Malmesbury Butchery (20 Mar)",-35.8,,1702,"Director's Loan Account",2026,March 2025
2025-03-25,"Cheque Card Purchase - Superspar Paarl (22 Mar)",-360.01,,1702,"Director's Loan Account",2026,March 2025
2025-03-25,"Overdraft Interest",-518.93,,6004,"Bank Charges",2026,March 2025
2025-03-25,"IB Payment From - Quality Food Basket",994.75,,4001,"Sales / Revenue",2026,March 2025
2025-03-25,"Fee: Payment Confirm - SMS (Paarl Tow In)",-1.2,,6004,"Bank Charges",2026,March 2025
2025-03-25,"Cheque Card Purchase - C*Cellars Paarl (23 Mar)",-225,,1702,"Director's Loan Account",2026,March 2025
2025-03-25,"IB Payment To - Paarl Tow In (Lucas van Lo)",-1250,,1702,"Director's Loan Account",2026,March 2025
2025-03-25,"Cheque Card Purchase - Expressmark (20 Mar)",-41.98,,1702,"Director's Loan Account",2026,March 2025
2025-03-26,"Cheque Card Purchase - Platinum Lounge (23 Mar)",-234,,1702,"Director's Loan Account",2026,March 2025
2025-03-26,"Cheque Card Purchase - C*BP Paarl (24 Mar)",-500,,6023,"Fuel / Petrol",2026,March 2025
2025-03-26,"Cheque Card Purchase - Clicks Paarl (24 Mar)",-149,,1702,"Director's Loan Account",2026,March 2025
2025-03-26,"Cheque Card Purchase - Drakenstein Municipal (23 Mar)",-60,,6020,"Utilities",2026,March 2025
2025-03-26,"Autobank Cash Withdrawal",-500,,1702,"Director's Loan Account",2026,March 2025
2025-03-26,"Cash Withdrawal Fee",-12.75,,6004,"Bank Charges",2026,March 2025
2025-03-26,"Interbank Credit Transfer - Hoekstra Fruit Farms",5474.01,,4001,"Sales / Revenue",2026,March 2025
2025-03-26,"Cheque Card Purchase - Bhuiyan Store (24 Mar)",-50,,1702,"Director's Loan Account",2026,March 2025
2025-03-26,"PayShap Payment From - Mandy Johnson",2000,,6022,"Director's Remuneration",2026,March 2025
2025-03-27,"Cheque Card Purchase - Game Paarl (25 Mar)",-500,,1702,"Director's Loan Account",2026,March 2025
2025-03-27,"Cheque Card Purchase - C*Fowkes Bros (25 Mar)",-30.88,,1702,"Director's Loan Account",2026,March 2025
2025-03-27,"Cheque Card Purchase - Specsavers Paarl (25 Mar)",-399,,1702,"Director's Loan Account",2026,March 2025
2025-03-28,"Immediate Payment - Mr D Williams",-1250,,6022,"Director's Remuneration",2026,March 2025
2025-03-28,"Cheque Card Purchase - Ultra Liquor (25 Mar)",-281.96,,1702,"Director's Loan Account",2026,March 2025
2025-03-28,"Electronic Banking Payment From - Abels Liquors",8269.08,,4001,"Sales / Revenue",2026,March 2025
2025-03-28,"Cheque Card Purchase - Masterparts Paarl (26 Mar)",-2108.19,,5001,"Cost of Goods Sold",2026,March 2025
2025-03-28,"Fee: Payment Confirm - SMS (Mr D Williams)",-1.2,,6004,"Bank Charges",2026,March 2025
2025-03-28,"Bolsa Third Party Payment - Pioneer Foods",10131.5,,4001,"Sales / Revenue",2026,March 2025
2025-03-28,"Fee - Immediate Payment",-10,,6004,"Bank Charges",2026,March 2025
2025-03-29,"Cheque Card Purchase - CC Fresh Express (27 Mar)",-465.68,,1702,"Director's Loan Account",2026,March 2025
2025-03-29,"Cheque Card Purchase - M and M Electrical (26 Mar)",-92,,5001,"Cost of Goods Sold",2026,March 2025
2025-03-29,"Cheque Card Purchase - Liquorshop (27 Mar)",-229.99,,1702,"Director's Loan Account",2026,March 2025
2025-03-31,"Fee: Unused Facility",-20.49,,6004,"Bank Charges",2026,March 2025
2025-03-31,"Cheque Card Purchase - Liquorshop (28 Mar)",-495.26,,1702,"Director's Loan Account",2026,March 2025
2025-03-31,"Fee: MyUpdates For Business",-51.5,,6004,"Bank Charges",2026,March 2025
2025-03-31,"Overdraft Service Fee",-90,,6004,"Bank Charges",2026,March 2025
2025-03-31,"Cheque Card Purchase - Yoco *Osman (28 Mar)",-110,,1702,"Director's Loan Account",2026,March 2025
2025-03-31,"Fee - Debit Order",-4,,6004,"Bank Charges",2026,March 2025
2025-03-31,"Cheque Card Purchase - Afrox Stikland (28 Mar)",-1708.23,,6023,"Fuel / Petrol",2026,March 2025
2025-03-31,"Cheque Card Purchase - Abels Liquors (28 Mar)",-220,,1702,"Director's Loan Account",2026,March 2025
2025-03-31,"Cheque Card Purchase - Kuhn Isuzu Truck (27 Mar)",-700,,6011,"Motor Vehicle Expenses",2026,March 2025
2025-03-31,"Fee - Debit Order",-4,,6004,"Bank Charges",2026,March 2025
2025-03-31,"Autobank Cash Withdrawal",-500,,1702,"Director's Loan Account",2026,March 2025
2025-03-31,"Monthly Management Fee",-9,,6004,"Bank Charges",2026,March 2025
2025-03-31,"Account Payment - Old Mutual Insure Premium",-1505.09,,6008,"Insurance",2026,March 2025
2025-03-31,"Cash Withdrawal Fee",-12.75,,6004,"Bank Charges",2026,March 2025
2025-03-31,"Fee - Debit Order",-4,,6004,"Bank Charges",2026,March 2025
2025-03-31,"Insurance Premium - Santam",-858,,6008,"Insurance",2026,March 2025
2025-03-31,"Telephone Account - Telkom Mobile",-630,,6018,"Telephone",2026,March 2025
2025-04-01,"Fee - Immediate Payment",-50,,6004,"Bank Charges",2026,April 2025
2025-04-01,"Cheque Card Purchase - Shell Gelderb (29 Mar)",-600,,6023,"Fuel / Petrol",2026,April 2025
2025-04-01,"JNL-1: Recognition of Isuzu D-MAX 4x4 LSE (MFC finance) - asset & loan liability",18437.41,,6030,"Finance Charges - Vehicle Loan",2026,JNL-1
2025-04-01,"JNL-1: Recognition of Isuzu D-MAX 4x4 LSE (MFC finance) - asset & loan liability",-696610.41,,2102,"MFC Vehicle Finance - Isuzu",2026,JNL-1
2025-04-01,"JNL-2: MFC instalment 2025-04-01 - interest portion (loan amortization)",-9926.7,,2102,"MFC Vehicle Finance - Isuzu",2026,JNL-2
2025-04-01,"Cheque Card Purchase - C*Die Visfabr (28 Mar)",-109.5,,1702,"Director's Loan Account",2026,April 2025
2025-04-01,"Fee: Payment Confirm - SMS (A H Johnson)",-1.2,,6004,"Bank Charges",2026,April 2025
2025-04-01,"Cheque Card Purchase - Spar Express (29 Mar)",-112.28,,1702,"Director's Loan Account",2026,April 2025
2025-04-01,"Fee - Debit Order",-4,,6004,"Bank Charges",2026,April 2025
2025-04-01,"JNL-2: MFC instalment 2025-04-01 - interest portion (loan amortization)",9926.7,,6030,"Finance Charges - Vehicle Loan",2026,JNL-2
2025-04-01,"JNL-1: Recognition of Isuzu D-MAX 4x4 LSE (MFC finance) - asset & loan liability",678173,,1511,"Motor Vehicles - Isuzu D-MAX (MFC)",2026,JNL-1
2025-04-01,"Real Time Transfer From - A J Forklift",2000,,4001,"Sales / Revenue",2026,April 2025
2025-04-01,"Account Payment - Ned/MFC Instalment",-13578.08,,2102,"MFC Vehicle Finance - Isuzu",2026,April 2025
2025-04-01,"Cheque Card Purchase - Boland Hair Studio (28 Mar)",-110,,1702,"Director's Loan Account",2026,April 2025
2025-04-01,"Immediate Payment - A H Johnson",-15000,,6022,"Director's Remuneration",2026,April 2025
2025-04-02,"Cheque Card Purchase - C*BP Paarl (31 Mar)",-500,,6023,"Fuel / Petrol",2026,April 2025
2025-04-02,"Fee: Electricity Purchase",-1.8,,6020,"Utilities",2026,April 2025
2025-04-02,"Cheque Card Purchase - Pet & Pool Paarl (30 Mar)",-149.95,,1702,"Director's Loan Account",2026,April 2025
2025-04-02,"Electricity Purchase",-100,,6020,"Utilities",2026,April 2025
2025-04-02,"Magtape Credit - Invoice 2783",2219.5,,4001,"Sales / Revenue",2026,April 2025
2025-04-02,"Cheque Card Purchase - PnP Express Paarl (30 Mar)",-57.5,,1702,"Director's Loan Account",2026,April 2025
2025-04-03,"Fee: Payment Confirm - SMS (Mr D Williams)",-1.2,,6004,"Bank Charges",2026,April 2025
2025-04-03,"Fee - Immediate Payment",-10,,6004,"Bank Charges",2026,April 2025
2025-04-03,"Bolsa Third Party Payment - Pioneer Foods",9298.33,,4001,"Sales / Revenue",2026,April 2025
2025-04-03,"Immediate Payment - Mr D Williams",-1000,,6022,"Director's Remuneration",2026,April 2025
2025-04-04,"IB Payment To - Oostenberg Chrome Satan Steel",-2070,,5001,"Cost of Goods Sold",2026,April 2025
2025-04-04,"Fee - Electronic Account Payment",-5.8,,6004,"Bank Charges",2026,April 2025
2025-04-04,"Cheque Card Purchase - Liquorshop (02 Apr)",-248.28,,1702,"Director's Loan Account",2026,April 2025
2025-04-04,"Fee - Electronic Account Payment",-5.8,,6004,"Bank Charges",2026,April 2025
2025-04-04,"Fee: Payment Confirm - SMS (Haygan Johnson)",-1.2,,6004,"Bank Charges",2026,April 2025
2025-04-04,"IB Payment To - Haygan Johnson",-200,,6022,"Director's Remuneration",2026,April 2025
2025-04-05,"Cheque Card Purchase - C*Filco Parts (04 Apr)",-239.43,,5001,"Cost of Goods Sold",2026,April 2025
2025-04-05,"Cheque Card Purchase - AS Family Store (02 Apr)",-401.49,,1702,"Director's Loan Account",2026,April 2025
2025-04-07,"Cash Withdrawal Fee",-25.5,,6004,"Bank Charges",2026,April 2025
2025-04-07,"Electricity Purchase",-500,,6020,"Utilities",2026,April 2025
2025-04-07,"Other Bank ATM Cash Withdrawal - SBSA",-1000,,1702,"Director's Loan Account",2026,April 2025
2025-04-07,"Cheque Card Purchase - Everest (04 Apr)",-2185,,1702,"Director's Loan Account",2026,April 2025
2025-04-07,"Cheque Card Purchase - IK *Hydraberg (04 Apr)",-1401.85,,5001,"Cost of Goods Sold",2026,April 2025
2025-04-07,"Other Bank ATM Cash Withdrawal - SBSA",-1000,,1702,"Director's Loan Account",2026,April 2025
2025-04-07,"Cash Withdrawal Fee",-25.5,,6004,"Bank Charges",2026,April 2025
2025-04-07,"Cheque Card Purchase - PnP Express Paarl",-23.9,,1702,"Director's Loan Account",2026,April 2025
2025-04-07,"Cheque Card Purchase - PnP Express Paarl (04 Apr)",-500,,1702,"Director's Loan Account",2026,April 2025
2025-04-07,"Fee: Electricity Purchase",-1.8,,6020,"Utilities",2026,April 2025
2025-04-07,"Cheque Card Purchase - IK *Tony's Turf (04 Apr)",-50,,1702,"Director's Loan Account",2026,April 2025
2025-04-08,"Cheque Card Purchase - Liquorshop Dr (05 Apr)",-661.27,,1702,"Director's Loan Account",2026,April 2025
2025-04-08,"Cheque Card Purchase - C*Cellars Paarl (06 Apr)",-180,,1702,"Director's Loan Account",2026,April 2025
2025-04-09,"Cheque Card Purchase - Platinum Lounge (06 Apr)",-125,,1702,"Director's Loan Account",2026,April 2025
2025-04-09,"Cheque Card Purchase - CC Fresh Express (06 Apr)",-93.93,,1702,"Director's Loan Account",2026,April 2025
2025-04-10,"Cheque Card Purchase - Markham Paarl (08 Apr)",-300,,1702,"Director's Loan Account",2026,April 2025
2025-04-10,"Credit Transfer - Saturn Stainless (Invoice 2786)",3018.75,,4001,"Sales / Revenue",2026,April 2025
2025-04-10,"Immediate Payment - Bearing World",-1483.44,,5001,"Cost of Goods Sold",2026,April 2025
2025-04-10,"Credit Transfer - Saturn Stainless (Invoice 2785)",22832.97,,4001,"Sales / Revenue",2026,April 2025
2025-04-10,"Real Time Transfer From - Franschhoek",4065.54,,4001,"Sales / Revenue",2026,April 2025
2025-04-10,"Fee: Payment Confirm - SMS (Bearing World)",-1.2,,5001,"Cost of Goods Sold",2026,April 2025
2025-04-10,"Fee - Immediate Payment",-10,,6004,"Bank Charges",2026,April 2025
2025-04-11,"IB Payment To - TVH Parts SA",-14941.67,,5001,"Cost of Goods Sold",2026,April 2025
2025-04-11,"Fee - Electronic Account Payment",-5.8,,6004,"Bank Charges",2026,April 2025
2025-04-11,"Fee: Payment Confirm - SMS (Mr D Williams)",-1.2,,6004,"Bank Charges",2026,April 2025
2025-04-11,"Cheque Card Purchase - Masterparts Paarl (09 Apr)",-181.29,,5001,"Cost of Goods Sold",2026,April 2025
2025-04-11,"Fee - Electronic Account Payment",-5.8,,6004,"Bank Charges",2026,April 2025
2025-04-11,"Fee: Payment Confirm - Email (TVH Parts SA)",-0.8,,5001,"Cost of Goods Sold",2026,April 2025
2025-04-11,"Immediate Payment - Mr D Williams",-1250,,6022,"Director's Remuneration",2026,April 2025
2025-04-11,"IB Payment To - Midas Part Center",-6597.19,,5001,"Cost of Goods Sold",2026,April 2025
2025-04-11,"Fee - Immediate Payment",-10,,6004,"Bank Charges",2026,April 2025
2025-04-12,"Cheque Card Purchase - AS Family Store (09 Apr)",-295.29,,1702,"Director's Loan Account",2026,April 2025
2025-04-12,"Cheque Card Purchase - Swartland Vis (10 Apr)",-59.5,,1702,"Director's Loan Account",2026,April 2025
2025-04-12,"Cheque Card Purchase - Yoco *South (10 Apr)",-701.5,,1702,"Director's Loan Account",2026,April 2025
2025-04-12,"Cash Withdrawal Fee",-15.3,,6004,"Bank Charges",2026,April 2025
2025-04-12,"Other Bank ATM Cash Withdrawal - SBSA",-550,,1702,"Director's Loan Account",2026,April 2025
2025-04-12,"Cheque Card Purchase - C*Wynland Motors (10 Apr)",-500,,6011,"Motor Vehicle Expenses",2026,April 2025
2025-04-14,"Cash Withdrawal Fee",-10.2,,6004,"Bank Charges",2026,April 2025
2025-04-14,"Cheque Card Purchase - Gecko Lounge (11 Apr)",-408,,1702,"Director's Loan Account",2026,April 2025
2025-04-14,"Autobank Cash Withdrawal",-1000,,1702,"Director's Loan Account",2026,April 2025
2025-04-14,"Autobank Cash Withdrawal",-350,,1702,"Director's Loan Account",2026,April 2025
2025-04-14,"Cash Withdrawal Fee",-25.5,,6004,"Bank Charges",2026,April 2025
2025-04-14,"Cheque Card Purchase - Tops Paarl (11 Apr)",-533.22,,1702,"Director's Loan Account",2026,April 2025
2025-04-14,"Cheque Card Purchase - Gecko Lounge (11 Apr)",-515,,1702,"Director's Loan Account",2026,April 2025
2025-04-14,"Cheque Card Purchase - Build It Boland (11 Apr)",-377.99,,1702,"Director's Loan Account",2026,April 2025
2025-04-15,"Cheque Card Purchase - Tops Paarl (12 Apr)",-350.33,,1702,"Director's Loan Account",2026,April 2025
2025-04-15,"Cheque Card Purchase - C*BP Paarl (13 Apr)",-500,,6023,"Fuel / Petrol",2026,April 2025
2025-04-16,"Cheque Card Purchase - Cranberry (13 Apr)",-50,,1702,"Director's Loan Account",2026,April 2025
2025-04-16,"Cheque Card Purchase - Superspar Paarl (14 Apr)",-250,,1702,"Director's Loan Account",2026,April 2025
2025-04-16,"Cheque Card Purchase - Checkers Somerset (13 Apr)",-207.24,,1702,"Director's Loan Account",2026,April 2025
2025-04-16,"Cheque Card Purchase - Spar Express (14 Apr)",-39.98,,1702,"Director's Loan Account",2026,April 2025
2025-04-16,"Cheque Card Purchase - Spar Express (14 Apr)",-55,,1702,"Director's Loan Account",2026,April 2025
2025-04-16,"Cheque Card Purchase - Superspar Paarl",-2.99,,1702,"Director's Loan Account",2026,April 2025
2025-04-16,"Cheque Card Purchase - Shell Gelderb (14 Apr)",-400,,6023,"Fuel / Petrol",2026,April 2025
2025-04-16,"Cheque Card Purchase - Barts Tavern (13 Apr)",-56,,1702,"Director's Loan Account",2026,April 2025
2025-04-16,"Cheque Card Purchase - Barts Tavern (13 Apr)",-55,,1702,"Director's Loan Account",2026,April 2025
2025-04-17,"Cash Withdrawal Fee",-12.75,,6004,"Bank Charges",2026,April 2025
2025-04-17,"Other Bank ATM Cash Withdrawal - SBSA",-500,,1702,"Director's Loan Account",2026,April 2025
2025-04-17,"Immediate Payment - Mr D Williams",-1000,,6022,"Director's Remuneration",2026,April 2025
